date,FTSE100,GDP,GNIph,EG,IR,CPI,UR,EI,AWE,LC,BDIR,BCIR,I,FDI,IP,RS,HP,PMI
01/03/2018,7056.6,528.69,7858,0.1,0.19,105.1,4.2,8668,3.3,4.2,0.9,2.83,94.46,-1580,94.46,107.5,131.84,51.9
01/04/2018,7509.3,530.06,7935,0.4,0.38,105.5,4.2,8662,2.1,4.2,0.84,2.96,94.87,-4492,94.87,109.6,133.3,53.2
01/05/2018,7678.2,530.06,7935,0.4,0.38,105.9,4.0,8739,2.5,4.0,0.79,3.13,94.87,-4492,94.87,111.6,133.3,54.3
01/06/2018,7636.9,530.06,7935,0.4,0.0,105.9,4.0,8758,2.0,4.0,0.9,3.24,94.87,-4492,94.87,109.8,133.3,55.0
01/07/2018,7748.8,534.82,8015,0.6,0.0,105.9,4.0,8740,3.2,4.0,0.94,3.09,95.73,-4434,95.73,109.7,135.87,53.7
01/08/2018,7432.4,534.82,8015,0.6,0.57,106.5,4.1,8726,3.2,4.1,0.98,3.07,95.73,-4434,95.73,110.0,135.87,54.1
01/09/2018,7510.2,534.82,8015,0.6,0.09,106.6,4.1,8666,2.9,4.1,0.99,2.9,95.73,-4434,95.73,109.0,135.87,53.9
01/10/2018,7128.1,548.22,7989,0.2,0.09,106.7,4.0,8650,4.2,4.0,1.16,3.25,96.19,-5490,96.19,108.6,135.2,52.2
01/11/2018,6980.2,548.22,7989,0.2,0.19,106.9,4.0,8632,3.1,4.0,1.08,3.12,96.19,-5490,96.19,110.7,135.2,51.0
01/12/2018,6728.1,548.22,7989,0.2,0.19,107.1,3.9,8549,3.1,3.9,1.02,2.9,96.19,-5490,96.19,108.9,135.2,51.5
01/01/2019,6968.9,550.65,8187,0.6,-0.65,106.4,3.9,8536,3.8,3.9,1.03,3.23,99.32,-4089,99.32,111.4,133.63,50.3
01/02/2019,7074.7,550.65,8187,0.6,0.38,106.8,3.8,8609,3.6,3.8,1.11,2.84,99.32,-4089,99.32,111.8,133.63,51.4
01/03/2019,7279.2,550.65,8187,0.6,0.19,107.0,3.8,8581,2.4,3.8,1.1,2.82,99.32,-4089,99.32,114.8,133.63,50.0
01/04/2019,7418.2,545.54,8235,0.1,0.56,107.6,3.8,8619,4.0,3.8,1.11,3.13,99.71,-3855,99.71,115.8,134.64,50.9
01/05/2019,7161.7,545.54,8235,0.1,0.28,107.9,3.9,8562,3.9,3.9,0.94,3.41,99.71,-3855,99.71,114.5,134.64,50.7
01/06/2019,7425.6,545.54,8235,0.1,0.0,107.9,3.8,8587,3.9,3.8,0.99,2.91,99.71,-3855,99.71,113.6,134.64,49.2
01/07/2019,7586.8,552.69,8257,0.5,0.09,108.0,3.9,8676,3.9,3.9,0.96,2.91,100.58,3155,100.58,112.8,136.88,50.3
01/08/2019,7207.2,552.69,8257,0.5,0.28,108.3,3.8,8616,3.3,3.8,0.98,3.16,100.58,3155,100.58,112.1,136.88,49.7
01/09/2019,7408.2,552.69,8257,0.5,0.09,108.4,3.8,8606,4.1,3.8,1.0,3.48,100.58,3155,100.58,111.3,136.88,48.8
01/10/2019,7248.4,568.91,8286,0.0,-0.09,108.3,3.8,8506,2.4,3.8,1.07,3.09,99.9,20303,99.9,111.2,136.32,50.0
01/11/2019,7346.5,568.91,8286,0.0,0.18,108.5,3.8,8478,3.2,3.8,1.06,3.11,99.9,20303,99.9,109.9,136.32,49.3
01/12/2019,7542.4,568.91,8286,0.0,0.0,108.5,3.9,8431,2.5,3.9,0.92,2.83,99.9,20303,99.9,111.3,136.32,49.3
01/01/2020,7286.0,556.45,8064,-2.8,-0.18,108.3,4.0,8370,2.8,4.0,1.0,3.05,99.12,6400,99.12,112.3,136.09,53.3
01/02/2020,6580.6,556.45,8064,-2.8,0.28,108.6,4.0,8457,2.7,4.0,0.96,3.01,99.12,6400,99.12,111.9,136.09,53.0
01/03/2020,5672.0,556.45,8064,-2.8,0.0,108.6,4.0,8583,1.9,4.0,1.04,3.2,99.12,6400,99.12,108.0,136.09,36.0
01/04/2020,5901.2,474.85,6842,-19.5,0.0,108.6,4.1,8628,-1.3,4.1,0.96,2.63,78.9,20112,78.9,89.3,136.21,13.8
01/05/2020,6076.6,474.85,6842,-19.5,0.0,108.6,4.1,8641,-1.2,4.1,0.82,1.05,78.9,20112,78.9,98.9,136.21,30.0
01/06/2020,6169.7,474.85,6842,-19.5,0.18,108.8,4.3,8604,-1.5,4.3,0.69,1.32,78.9,20112,78.9,111.2,136.21,47.7
01/07/2020,5897.8,530.61,7941,16.9,0.37,109.2,4.5,8625,-0.2,4.5,0.5,1.79,94.12,2553,94.12,114.0,140.46,57.0
01/08/2020,5963.6,530.61,7941,16.9,-0.37,108.8,4.8,8662,2.0,4.8,0.44,1.64,94.12,2553,94.12,114.8,140.46,59.1
01/09/2020,5866.1,530.61,7941,16.9,0.37,109.2,5.0,8602,2.7,5.0,0.41,1.71,94.12,2553,94.12,115.9,140.46,56.5
01/10/2020,5577.3,530.61,7941,16.9,0.0,109.2,5.1,8592,3.8,5.1,0.47,1.77,94.12,2553,94.12,117.0,140.46,52.1
